step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
204,0.0014988,468.38,0.9998,119900.0,0.49522,601.0,4.7926,76848.0,256.0,246.0,0.070957,-0.21725,-1.8055,0.0,0.0,0.0,-9.8964,0.0,0.0,-6.1212,0.0,0.0,0.0,-0.21452,16.375,0.0,0.0,0.0,2.0,256.0,0.0027496,-4.9448,225.0,153220.0,2.6457,1.4463e-05,468.38,76848.0,-1.5671,76847.0,246.0,0.09375,0.002547,1.0,601.0,1.0,2.2255,19148.0,4.0,0.0,-8.9611e-08,76847.0,4.0,168.19,0.0026976,1.0,4.0,217.0,3.4998,1.0,0.63078,128.0,0.0,1.0,0.1258,5.0,76847.0,2.0,3.6193,468.38,-0.21724,2.0,0.083302,601.0,0.0,2.0,0.0004103,246.0,-6.1212,202.0,0.00011995,-1.8055,0.0,203.0,6.2504e-05,0.0,0.0,26.26,0.0042194,-9.8964,0.0,50.0,4.3683e-09,0.00010486,0.0,6.5,2.611,4.8956,0.25149,-16.861,-2.9201,-4.4075,2.5479,-7.2188,0.0,0.0,1.2549e-17,-34.25,0.25,0.0,0.7289,0.0,-3.087e-10,0.0,0.99999,1.0,2.1947,-0.0027496,1.0,0.0,-2.4749,1.5671,0.0,,256.0,-2.6457,3e-06
205,0.0025223,503.03,0.99913,128780.0,0.52321,842.0,3.7962,82440.0,256.0,296.0,0.032902,-0.21838,-1.1458,0.0,0.0,0.0,-10.242,-0.0,0.0,-6.0941,0.0,-0.0,0.0,-0.21449,3.3125,0.0,0.0,0.0,2.0,256.0,0.0038887,-4.8181,9.0,194940.0,3.4142,0.0,503.03,82440.0,-1.334,82440.0,296.0,0.0625,0.003014,1.0,842.0,1.0,2.4471,13697.0,4.0,0.0,-8.6962e-08,82440.0,4.0,181.0,0.0035507,1.0,4.0,458.0,5.8285,1.0,0.64995,128.0,0.0,1.0,0.14338,5.0,82440.0,2.0,3.0038,503.03,-0.21838,2.0,0.088612,842.0,0.0,2.0,0.00039085,296.0,-6.0941,203.0,0.00012467,-1.1458,0.0,204.0,4.3936e-05,0.0,0.0,26.329,0.0038005,-10.242,0.0,46.75,-4.5347e-09,-9.9757e-05,0.0,6.4062,2.2848,4.6377,0.24987,-16.754,-2.9641,-3.3607,2.7132,-6.9688,0.0,0.0,3.893e-16,-36.25,0.25,0.0,0.43028,0.0,-3.1812e-11,0.0,1.0,1.0,1.8738,-0.0038887,1.0,0.0,-2.4749,1.334,1.0,,256.0,-3.4142,3e-06
206,0.0014916,493.09,0.99999,126230.0,0.50388,869.0,4.9321,80816.0,256.0,259.0,0.042456,-0.21746,-1.5559,0.0,0.0,0.0,-9.3897,0.0,0.0,-5.2267,0.0,0.0,0.0,-0.21455,3.5312,0.0,0.0,0.0,2.0,256.0,0.0029122,-5.1298,8.0,199680.0,3.1593,0.0,493.09,80816.0,-1.5958,80816.0,259.0,0.0625,0.0029068,1.0,869.0,1.0,2.3363,20140.0,4.0,0.0,-8.9058e-08,80816.0,4.0,177.41,0.0030707,1.0,4.0,485.0,4.9905,1.0,0.63174,129.0,0.0,1.0,0.14492,5.0,80816.0,2.0,3.7984,493.09,-0.21746,2.0,0.084418,869.0,0.0,2.0,0.00038852,259.0,-5.2267,204.0,0.00011473,-1.5559,0.0,205.0,4.5018e-05,0.0,0.0,26.251,0.0039448,-9.3897,0.0,48.25,1.6615e-08,-0.00032651,0.0,6.5,2.2261,5.3331,0.24926,-16.772,-2.867,-2.9934,2.4558,-6.9375,0.0,0.0,3.3165e-17,-36.5,0.25,0.0,0.66208,0.0,-8.2604e-11,0.0,1.0,1.0,1.8994,-0.0029122,1.0,0.0,-2.4749,1.5958,1.0,,256.0,-3.1593,3e-06
207,0.0018143,491.69,0.99953,125870.0,0.50602,735.0,4.1013,80793.0,256.0,231.0,0.0067894,-0.24488,-1.6359,0.0,0.0,0.0,-10.625,0.0,0.0,-5.4211,0.0,0.0,0.0,-0.24154,3.75,0.0,0.0,0.0,2.0,256.0,0.0033603,-4.728,13.0,175620.0,4.9924,1.2285e-05,491.69,80793.0,-1.4113,80792.0,231.0,0.0625,0.0028863,1.0,735.0,1.0,3.9992,20134.0,4.0,0.0,-8.769e-08,80792.0,4.0,176.09,0.0032131,1.0,4.0,351.0,12.462,1.0,0.63112,127.0,0.0,1.0,0.13352,5.0,80792.0,2.0,3.8201,491.69,-0.24487,2.0,0.085522,735.0,0.0,2.0,0.00037528,231.0,-5.4211,205.0,0.00011408,-1.6359,0.0,206.0,4.6229e-05,0.0,0.0,26.103,0.0043889,-10.625,0.0,45.0,-8.5696e-09,-0.00016058,0.0,6.5,2.8288,6.8564,0.28226,-16.529,-3.0441,-4.5933,2.8895,-7.2188,0.0,0.0,2.1103e-16,-37.75,0.25,0.0,0.70721,0.0,1.7706e-11,0.0,0.99999,1.0,2.2906,-0.0033603,1.0,0.0,-2.4641,1.4113,0.0,,256.0,-4.9924,3e-06
208,0.0016376,513.87,0.99962,131550.0,0.54894,876.0,3.4381,82679.0,256.0,219.0,0.1289,-0.22894,-1.4042,0.0,0.0,0.0,-9.1634,0.0,0.0,-5.0191,0.0,0.0,0.0,-0.22636,5.4062,0.0,0.0,0.0,2.0,256.0,0.0025748,-5.118,25.0,196480.0,2.0487,0.0,513.87,82679.0,-1.2349,82679.0,219.0,0.0625,0.0021903,1.0,876.0,1.0,1.2032,13737.0,4.0,0.0,-8.8243e-08,82679.0,4.0,190.91,0.0022989,1.0,4.0,492.0,2.0987,1.0,0.68574,123.0,0.0,1.0,0.14403,5.0,82679.0,2.0,3.9872,513.87,-0.22894,2.0,0.083838,876.0,0.0,2.0,0.0004598,219.0,-5.0191,206.0,0.00026882,-1.4042,0.0,207.0,7.6896e-05,0.0,0.0,26.037,0.0048398,-9.1634,0.0,45.75,1.1627e-08,7.1204e-05,0.0,6.5,2.7592,5.1511,0.26784,-16.542,-2.8118,-3.6422,2.6291,-7.2188,0.0,0.0,4.9618e-17,-36.75,0.25,0.0,0.42051,0.0,1.0093e-10,0.0,1.0,1.0,2.3961,-0.0025748,1.0,0.0,-2.4748,1.2349,1.0,,256.0,-2.0487,3e-06
209,0.0017572,505.08,1.0001,129300.0,0.5094,729.0,3.1973,85036.0,256.0,265.0,0.048537,-0.24931,-1.6402,0.0,0.0,0.0,-8.0556,-0.0,0.0,-5.422,0.0,-0.0,0.0,-0.2471,22.188,0.0,0.0,0.0,2.0,256.0,0.0022362,-5.1369,556.0,176380.0,3.0254,1.1453e-05,505.08,85036.0,-1.1623,85035.0,265.0,0.035156,0.0023453,1.0,729.0,1.0,2.074,21195.0,4.0,0.0,-8.8941e-08,85035.0,4.0,172.91,0.0024584,1.0,4.0,345.0,4.5766,1.0,0.69238,127.0,0.0,1.0,0.12902,5.0,85035.0,2.0,3.9052,505.08,-0.24929,2.0,0.08163,729.0,0.0,2.0,0.00034896,265.0,-5.422,207.0,0.00010936,-1.6402,0.0,208.0,4.1833e-05,0.0,0.0,25.935,0.0041483,-8.0556,0.0,47.0,2.5121e-09,-0.00015458,0.0,6.5,2.7382,4.9642,0.28697,-16.561,-2.8461,-4.5859,3.1648,-7.1562,0.0,0.0,7.4199e-17,-36.25,0.25,0.0,0.66795,0.0,-1.1215e-11,0.0,0.99999,1.0,2.3337,-0.0022362,1.0,0.0,-2.4419,1.1623,0.0,,256.0,-3.0254,3e-06
210,0.0016119,470.82,0.99965,120530.0,0.49853,790.0,2.9871,73955.0,256.0,243.0,0.028875,-0.22971,-1.1351,0.0,0.0,0.0,-19.793,-0.0,0.0,-5.0746,0.0,-0.0,0.0,-0.22723,4.9062,0.0,0.0,0.0,2.0,256.0,0.0024891,-5.2015,28.0,182140.0,3.5448,0.0,470.82,73955.0,-1.0943,73955.0,243.0,0.0625,0.0021387,1.0,790.0,1.0,2.5736,18425.0,4.0,0.0,-8.6235e-08,73955.0,4.0,181.94,0.002239,1.0,4.0,406.0,6.2827,1.0,0.61497,124.0,0.0,1.0,0.13503,5.0,73955.0,2.0,3.6574,470.82,-0.22971,2.0,0.084201,790.0,0.0,2.0,0.00034386,243.0,-5.0746,208.0,0.00010265,-1.1351,0.0,209.0,4.0711e-05,0.0,0.0,26.112,0.0043739,-19.793,0.0,45.75,-6.1898e-10,5.1604e-05,0.0,6.4375,2.332,6.602,0.26183,-16.539,-3.1986,-3.6865,2.9172,-7.125,0.0,0.0,2.5089e-16,-36.0,0.25,0.0,0.73713,0.0,5.1581e-11,0.0,1.0,1.0,1.7917,-0.0024891,1.0,0.0,-2.4749,1.0943,1.0,,256.0,-3.5448,3e-06
211,0.0016743,464.54,0.99977,118920.0,0.4897,634.0,2.6204,74905.0,256.0,231.0,0.27216,-0.2448,-1.2004,0.0,0.0,0.0,-12.202,0.0,0.0,-5.072,0.0,-0.0,0.0,-0.24246,3.875,0.0,0.0,0.0,2.0,256.0,0.0023427,-5.012,10.0,161020.0,1.3014,0.0,464.54,74905.0,-0.96333,74905.0,231.0,0.0625,0.002115,1.0,634.0,1.0,0.65708,18662.0,4.0,0.0,-8.7137e-08,74905.0,4.0,171.94,0.0021674,1.0,4.0,250.0,0.8468,1.0,0.61922,125.0,0.0,1.0,0.1236,5.0,74905.0,2.0,3.563,464.54,-0.2448,2.0,0.087146,634.0,0.0,2.0,0.0006701,231.0,-5.072,209.0,0.00015132,-1.2004,0.0,210.0,5.5193e-05,0.0,0.0,25.756,0.0041137,-12.202,0.0,46.0,6.9261e-09,0.00049592,0.0,6.4375,2.4102,5.9668,0.28505,-16.469,-2.9588,-3.458,2.8986,-6.9375,0.0,0.0,9.2051e-17,-34.75,0.25,0.0,0.71826,0.0,-1.9098e-11,0.0,1.0,1.0,2.003,-0.0023427,1.0,0.0,-2.4749,0.96333,1.0,,256.0,-1.3014,3e-06
212,0.0023761,475.14,1.0,121640.0,0.51163,729.0,3.1455,76331.0,256.0,263.0,0.12929,-0.224,-1.2933,0.0,0.0,0.0,-15.104,0.0,0.0,-5.4964,0.0,-0.0,0.0,-0.22193,3.8125,0.0,0.0,0.0,2.0,256.0,0.0020699,-5.585,15.0,185340.0,2.0457,0.0,475.14,76331.0,-1.146,76331.0,263.0,0.0625,0.0021153,1.0,729.0,1.0,1.175,19019.0,4.0,0.0,-8.9145e-08,76331.0,4.0,176.97,0.0021658,1.0,4.0,345.0,2.0924,1.0,0.63716,135.0,0.0,1.0,0.13806,5.0,76331.0,2.0,3.6957,475.14,-0.224,2.0,0.08309,729.0,0.0,2.0,0.00037674,263.0,-5.4964,210.0,0.00011036,-1.2933,0.0,211.0,4.7011e-05,0.0,0.0,25.99,0.0040351,-15.104,0.0,46.0,-1.5992e-09,0.00041677,0.0,6.4375,1.8648,5.8996,0.2594,-16.273,-2.9981,-2.8401,2.9219,-7.125,0.0,0.0,1.1393e-15,-35.0,0.25,0.0,0.72951,0.0,4.2167e-11,0.0,1.0,1.0,1.5144,-0.0020699,1.0,0.0,-2.4749,1.146,1.0,,256.0,-2.0457,3e-06
213,0.0016123,456.38,0.99933,116830.0,0.49209,753.0,2.497,72033.0,256.0,250.0,0.26351,-0.20853,-1.3023,0.0,0.0,0.0,-9.2708,-0.0,0.0,-5.0484,0.0,-0.0,0.0,-0.20583,3.7188,0.0,0.0,0.0,2.0,256.0,0.0026926,-4.77,13.0,174460.0,1.3337,0.0,456.38,72033.0,-0.91511,72033.0,250.0,0.0625,0.0020244,1.0,753.0,1.0,0.59717,17944.0,4.0,0.0,-8.9407e-08,72033.0,4.0,175.0,0.0020758,1.0,4.0,369.0,0.88933,1.0,0.62706,139.0,0.0,1.0,0.14,5.0,72033.0,2.0,3.5214,456.38,-0.20853,2.0,0.082624,753.0,0.0,2.0,0.00037908,250.0,-5.0484,211.0,0.00011308,-1.3023,0.0,212.0,4.7351e-05,0.0,0.0,26.058,0.004677,-9.2708,0.0,45.5,5.0839e-09,0.00026098,0.0,6.4062,2.6907,4.3073,0.24157,-16.443,-2.9936,-4.6075,2.6691,-7.0938,0.0,0.0,1.7322e-15,-37.5,0.25,0.0,0.69138,0.0,-3.9718e-11,0.0,1.0,1.0,2.2168,-0.0026926,1.0,0.0,-2.4749,0.91511,1.0,,256.0,-1.3337,3e-06
214,0.0033629,475.38,0.99946,121700.0,0.49833,611.0,3.0469,78632.0,256.0,261.0,0.35212,-0.22675,-1.3447,0.0,0.0,0.0,-7.4393,0.0,0.0,-5.2505,0.0,-0.0,0.0,-0.2243,5.9688,0.0,0.0,0.0,2.0,256.0,0.0024492,-5.0036,43.0,155520.0,1.0438,0.0,475.38,78632.0,-1.1141,78632.0,261.0,0.0625,0.0019106,1.0,611.0,1.0,0.93281,19594.0,4.0,0.0,-8.7399e-08,78632.0,4.0,168.22,0.0019336,1.0,4.0,227.0,0.62065,1.0,0.63715,128.0,0.0,1.0,0.12496,5.0,78632.0,2.0,3.68,475.38,-0.22675,2.0,0.083143,611.0,0.0,2.0,0.00040752,261.0,-5.2505,212.0,0.00012185,-1.3447,0.0,213.0,5.1007e-05,0.0,0.0,26.031,0.0047391,-7.4393,0.0,45.25,4.5602e-09,0.00018099,0.0,6.4375,2.2891,4.2055,0.25921,-16.461,-2.9016,-4.1824,2.6193,-7.0625,0.0,0.0,2.46e-16,-36.5,0.25,0.0,0.67453,0.0,-6.6706e-11,0.0,1.0,1.0,1.9397,-0.0024492,1.0,0.0,-2.4748,1.1141,1.0,,256.0,-1.0438,3e-06
215,0.0015891,460.43,0.99972,117870.0,0.49582,741.0,2.2558,74301.0,256.0,244.0,0.21493,-0.22605,-1.7502,0.0,0.0,0.0,-11.562,0.0,0.0,-4.9053,0.0,0.0,0.0,-0.2239,12.25,0.0,0.0,0.0,2.0,256.0,0.0021495,-4.735,213.0,181760.0,1.5375,0.0,460.43,74301.0,-0.81349,74301.0,244.0,0.058594,0.0018671,1.0,741.0,1.0,0.75238,18511.0,4.0,0.0,-8.9407e-08,74301.0,4.0,170.19,0.0019052,1.0,4.0,357.0,1.1819,1.0,0.63047,126.0,0.0,1.0,0.13406,5.0,74301.0,2.0,3.587,460.43,-0.22605,2.0,0.081373,741.0,0.0,2.0,0.00046216,244.0,-4.9053,213.0,0.00015743,-1.7502,0.0,214.0,4.4928e-05,0.0,0.0,26.025,0.0041912,-11.562,0.0,46.0,1.6429e-09,-6.6917e-05,0.0,6.5,2.8136,5.1069,0.26028,-16.307,-3.114,-3.702,2.7958,-7.2188,0.0,0.0,2.5122e-16,-34.75,0.25,0.0,0.70503,0.0,3.8506e-11,0.0,1.0,1.0,2.2317,-0.0021495,1.0,0.0,-2.4749,0.81349,1.0,,256.0,-1.5375,3e-06
216,0.0018229,471.77,0.99985,120770.0,0.50927,616.0,2.6725,77188.0,256.0,297.0,0.23985,-0.21085,-1.3676,0.0,0.0,0.0,-9.6958,-0.0,0.0,-5.1868,0.0,-0.0,0.0,-0.20875,4.0625,0.0,0.0,0.0,2.0,256.0,0.0020958,-5.0707,10.0,155900.0,1.4277,0.0,471.77,77188.0,-0.98301,77188.0,297.0,0.058594,0.0019497,1.0,616.0,1.0,0.68947,19233.0,4.0,0.0,-8.9407e-08,77188.0,4.0,170.25,0.0019922,1.0,4.0,232.0,1.0192,1.0,0.64266,129.0,0.0,1.0,0.13293,5.0,77188.0,2.0,3.7778,471.77,-0.21085,2.0,0.084283,616.0,0.0,2.0,0.00056562,297.0,-5.1868,214.0,0.00012734,-1.3676,0.0,215.0,5.5684e-05,0.0,0.0,25.841,0.0048894,-9.6958,0.0,45.75,-2.3722e-09,0.00017361,0.0,6.4062,2.3632,6.2181,0.24213,-15.94,-2.9314,-3.4726,3.0018,-7.125,0.0,0.0,5.6666e-17,-34.75,0.25,0.0,0.65156,0.0,0.0,0.0,1.0,1.0,1.9776,-0.0020958,1.0,0.0,-2.4749,0.98301,1.0,,256.0,-1.4277,3e-06
217,0.0021198,482.65,0.99969,123560.0,0.50175,797.0,3.1479,77967.0,256.0,235.0,0.16426,-0.19379,-1.1374,0.0,0.0,0.0,-9.2448,0.0,0.0,-4.9055,0.0,0.0,0.0,-0.19118,28.906,0.0,0.0,0.0,2.0,256.0,0.002613,-4.6571,797.0,197890.0,1.8063,0.0,482.65,77967.0,-1.1467,77967.0,235.0,0.0625,0.0022994,1.0,797.0,1.0,1.0012,19428.0,4.0,0.0,-8.9407e-08,77967.0,4.0,178.09,0.0024156,1.0,4.0,413.0,1.6314,1.0,0.69321,131.0,0.0,1.0,0.13651,5.0,77967.0,2.0,3.759,482.65,-0.19379,2.0,0.082563,797.0,0.0,2.0,0.00045749,235.0,-4.9055,215.0,0.00015141,-1.1374,0.0,216.0,4.7742e-05,0.0,0.0,26.439,0.0045269,-9.2448,0.0,46.0,-3.1313e-09,-2.8298e-05,0.0,6.4375,2.5963,7.9641,0.22163,-16.332,-3.1873,-6.1533,2.5597,-7.125,0.0,0.0,3.8487e-15,-35.0,0.25,0.0,0.65434,0.0,-7.5684e-11,0.0,1.0,1.0,1.9931,-0.002613,1.0,0.0,-2.4749,1.1467,1.0,,256.0,-1.8063,3e-06
218,0.0014709,426.86,0.99991,109280.0,0.46832,597.0,4.3773,67589.0,256.0,235.0,0.095096,-0.21181,-1.2,0.0,0.0,0.0,-11.902,0.0,0.0,-4.6458,0.0,0.0,0.0,-0.20941,4.3125,0.0,0.0,0.0,2.0,256.0,0.0023985,-4.7368,23.0,152700.0,2.3529,0.0,426.86,67589.0,-1.4764,67589.0,235.0,0.023438,0.0023065,1.0,597.0,1.0,1.9009,16833.0,4.0,0.0,-8.9989e-08,67589.0,4.0,162.84,0.0023823,1.0,4.0,244.0,2.768,1.0,0.60997,128.0,0.0,1.0,0.12397,5.0,67589.0,2.0,3.26,426.86,-0.21181,2.0,0.080663,597.0,0.0,2.0,0.00043548,235.0,-4.6458,216.0,0.00010773,-1.2,0.0,217.0,4.7832e-05,0.0,0.0,26.002,0.003926,-11.902,0.0,47.75,9.4819e-09,-0.00022668,0.0,6.4062,2.0874,6.8857,0.24362,-16.134,-3.3031,-3.5105,2.8044,-7.125,0.0,0.0,2.2442e-15,-34.75,0.25,0.0,0.70897,0.0,5.9967e-11,0.0,1.0,1.0,1.5581,-0.0023985,1.0,0.0,-2.4749,1.4764,1.0,,256.0,-2.3529,3e-06
219,0.0019633,408.52,1.0004,104580.0,0.46041,592.0,2.5533,62668.0,256.0,240.0,0.25933,-0.1839,-0.45523,0.0,0.0,0.0,-6.4484,0.0,0.0,-4.6637,0.0,0.0,0.0,-0.18247,4.0,0.0,0.0,0.0,2.0,256.0,0.0014333,-4.4686,18.0,148860.0,1.3497,0.0,408.52,62668.0,-0.93738,62668.0,240.0,0.039062,0.0017881,1.0,592.0,1.0,0.6159,15603.0,4.0,0.0,-8.964e-08,62668.0,4.0,163.72,0.0018202,1.0,4.0,320.0,0.91078,1.0,0.60921,126.0,0.0,1.0,0.12255,5.0,62668.0,2.0,3.7426,408.52,-0.1839,2.0,0.085144,592.0,0.0,2.0,0.00033499,240.0,-4.6637,217.0,0.00012362,-0.45523,0.0,218.0,4.4156e-05,0.0,0.0,26.314,0.0043456,-6.4484,0.0,48.0,5.6002e-09,-8.5159e-06,0.0,6.5,2.9607,5.4249,0.2091,-16.395,-3.7415,-4.8253,2.4863,-7.2188,0.0,0.0,7.37e-16,-37.0,0.25,0.0,0.756,0.0,-2.0925e-11,0.0,1.0,1.0,1.9577,-0.0014333,1.0,0.0,-2.4749,0.93738,1.0,,256.0,-1.3497,3e-06
220,0.0013972,460.6,0.99942,117910.0,0.48688,611.0,3.3252,74978.0,256.0,256.0,0.093505,-0.20825,-1.2362,0.0,0.0,0.0,-11.562,-0.0,0.0,-4.8832,0.0,-0.0,0.0,-0.20582,5.1875,0.0,0.0,0.0,2.0,256.0,0.0024262,-4.9154,38.0,154880.0,2.3697,0.0,460.6,74978.0,-1.2015,74978.0,256.0,0.015625,0.0018477,1.0,611.0,1.0,1.4632,18680.0,4.0,0.0,-8.7544e-08,74978.0,4.0,167.72,0.0019151,1.0,4.0,227.0,2.8078,1.0,0.62313,134.0,0.0,1.0,0.12605,5.0,74978.0,2.0,3.5335,460.6,-0.20825,2.0,0.082448,611.0,0.0,2.0,0.00033555,256.0,-4.8832,218.0,0.00010401,-1.2362,0.0,219.0,4.4096e-05,0.0,0.0,25.896,0.0044087,-11.562,0.0,47.0,7.7334e-09,0.00022693,0.0,6.4062,2.702,4.3526,0.24142,-15.993,-3.0189,-4.0338,2.6199,-7.0625,0.0,0.0,2.1005e-16,-34.75,0.25,0.0,0.72103,0.0,3.1798e-11,0.0,1.0,1.0,2.1979,-0.0024262,1.0,0.0,-2.4749,1.2015,1.0,,256.0,-2.3697,3e-06
221,0.0016922,448.93,0.99936,114930.0,0.48296,869.0,3.083,70039.0,256.0,245.0,0.12641,-0.22962,-1.2745,0.0,0.0,0.0,-9.3768,0.0,0.0,-5.1208,0.0,0.0,0.0,-0.22672,19.5,0.0,0.0,0.0,2.0,256.0,0.0028951,-4.9688,387.0,193920.0,2.0682,0.0,448.93,70039.0,-1.1259,70039.0,245.0,0.035156,0.0022533,1.0,869.0,1.0,1.1946,17446.0,4.0,0.0,-8.817e-08,70039.0,4.0,175.34,0.002323,1.0,4.0,485.0,2.1388,1.0,0.63076,128.0,0.0,1.0,0.14086,5.0,70039.0,2.0,3.4955,448.93,-0.22962,2.0,0.079813,869.0,0.0,2.0,0.00034248,245.0,-5.1208,219.0,8.5319e-05,-1.2745,0.0,220.0,4.4488e-05,0.0,0.0,25.578,0.0042074,-9.3768,0.0,44.75,-1.634e-09,-0.00036414,0.0,6.4375,2.3358,9.0118,0.26257,-16.031,-2.9449,-4.2815,2.6785,-7.125,0.0,0.0,1.9404e-16,-34.75,0.25,0.0,0.80269,0.0,-2.3148e-10,0.0,1.0,1.0,1.9217,-0.0028951,1.0,0.0,-2.4748,1.1259,1.0,,256.0,-2.0682,3e-06
222,0.0015768,479.6,1.0002,122780.0,0.49828,967.0,3.4212,77353.0,256.0,250.0,0.19681,-0.2307,-1.6481,0.0,0.0,0.0,-11.875,0.0,0.0,-4.9745,0.0,0.0,0.0,-0.22847,5.9375,0.0,0.0,0.0,2.0,256.0,0.002231,-5.0458,41.0,200700.0,1.6255,0.0,479.6,77353.0,-1.23,77353.0,250.0,0.054688,0.0024124,1.0,967.0,1.0,1.1912,19274.0,4.0,0.0,-8.9713e-08,77353.0,4.0,177.44,0.0024355,1.0,4.0,583.0,1.3212,1.0,0.62721,125.0,0.0,1.0,0.14597,5.0,77353.0,2.0,3.6847,479.6,-0.2307,2.0,0.078231,967.0,0.0,2.0,0.00042541,250.0,-4.9745,220.0,0.00011716,-1.6481,0.0,221.0,4.66e-05,0.0,0.0,25.724,0.0042723,-11.875,0.0,45.0,-1.9726e-09,5.5444e-05,0.0,6.5312,2.8247,5.0281,0.26923,-15.881,-2.8374,-4.4666,2.6189,-6.6562,0.0,0.0,4.076e-15,-36.0,0.25,0.0,0.65958,0.0,-9.2466e-12,0.0,1.0,1.0,2.4512,-0.002231,1.0,0.0,-2.4749,1.23,1.0,,256.0,-1.6255,3e-06
